wage,edu,exp,city,reg,race,deg,com,emp
569.8,11,42,yes,south,white,no,15.4,101
231.48,12,5,yes,south,other,no,3.5,89
142.45,12,41,yes,south,other,no,15.7,102
308.64,14,24,yes,south,white,no,1.6,111
381.17,16,12,yes,south,other,yes,5.9,284
593.54,8,51,yes,south,white,no,28.1,313
474.83,12,14,yes,south,white,no,27.4,40
664.77,8,37,yes,south,white,no,3.5,96
854.7,10,45,yes,south,white,no,21.7,175
205.76,10,2,yes,south,white,no,1,193
342.94,12,14,yes,south,white,no,10.9,110
71.23,16,2,yes,south,white,yes,2.4,166
1139.6,18,11,yes,south,white,yes,9.7,34
664.77,14,23,yes,south,black,no,9.2,135
474.83,12,10,yes,south,white,no,2.1,69
332.38,10,28,yes,south,white,no,8.7,104
498.58,12,12,yes,south,white,no,1.6,39
341.88,7,55,yes,south,other,no,6.9,46
546.06,18,18,yes,south,white,yes,6.9,89
379.87,12,16,yes,south,other,no,1.4,156
439.22,14,13,yes,south,white,no,1.1,150
1187.08,18,36,yes,south,white,yes,14.4,226
783.48,16,30,yes,south,other,yes,20.7,160
546.06,14,11,yes,south,white,no,21.3,120
284.9,12,22,yes,south,white,no,19.2,170
344.25,12,12,yes,south,white,no,15.3,69
854.7,16,33,yes,south,other,yes,9.9,136
403.61,14,4,yes,south,white,no,15.5,27
356.13,12,2,yes,south,white,no,16.7,170
162.14,12,5,yes,south,white,no,9.1,43
458.55,13,17,yes,south,other,no,4.3,58
949.67,16,13,yes,south,white,yes,5,155
1899.34,18,14,yes,south,white,no,3.9,91
237.42,17,12,yes,south,white,no,10.4,250
403.61,12,27,yes,south,white,no,11.8,70
1069.96,12,25,yes,south,white,no,26.4,211
246.91,12,13,yes,south,other,no,1.3,81
593.54,18,5,yes,south,white,no,14.6,248
593.54,10,12,yes,south,white,no,18.9,178
403.61,11,44,yes,south,other,no,16.5,142
880.1,16,26,yes,south,white,yes,0.4,187
522.32,18,34,yes,south,white,yes,17.6,135
1023.5,18,11,yes,south,white,yes,5.7,85
336.7,12,11,yes,south,white,no,1.7,264
688.51,15,15,yes,south,white,no,15.5,36
344.25,12,6,yes,south,white,no,16,39
522.32,12,29,yes,south,white,no,12.2,266
317.19,12,42,yes,south,white,no,12.7,98
498.58,14,12,yes,south,other,no,16.5,37
751.48,12,13,yes,south,white,no,28.2,145
237.42,14,9,yes,south,white,no,1.3,94
320.51,10,11,yes,south,white,no,16.6,162
320.99,11,29,yes,south,white,no,27.6,151
474.83,16,13,yes,south,white,yes,11.8,60
558.33,9,20,yes,south,white,no,12.5,26
356.13,12,27,yes,south,white,no,9.1,213
296.77,14,1,yes,south,white,no,10.3,70
547.06,16,18,yes,south,white,no,10.3,147
256.41,6,42,yes,south,white,no,14.9,169
925.93,12,41,yes,south,white,no,18.2,16
284.9,12,21,yes,south,white,no,25.9,207
348.58,12,37,yes,south,other,no,9.5,168
205.76,12,14,yes,south,white,no,2.7,192
830.96,11,19,yes,south,white,no,9.5,192
379.87,15,42,yes,south,white,no,15.9,180
427.35,16,6,yes,south,white,no,15.3,289
246.91,12,9,yes,south,white,no,3,93
1068.38,14,19,yes,south,other,no,18.2,255
166.19,8,41,yes,south,white,no,2.8,91
353.75,14,9,yes,south,black,no,11.6,266
546.06,12,16,yes,south,white,no,5.5,57
284.9,12,5,yes,south,white,no,4.5,87
194.68,12,12,yes,south,white,no,23.4,154
347.22,12,10,yes,south,white,no,3.4,89
224.07,12,15,yes,south,white,no,12.4,41
322.89,16,26,yes,south,white,yes,2.5,41
593.54,11,22,yes,south,white,no,10.9,5
327.55,12,7,yes,south,white,no,0.6,18
79.77,11,18,yes,south,white,no,32.2,97
237.42,15,13,yes,south,white,no,15.8,130
221.32,12,34,yes,south,white,no,9.5,48
254.04,12,1,yes,south,white,no,7.6,66
379.87,10,13,yes,south,black,no,31.3,99
403.61,9,24,yes,south,white,no,15.2,21
237.42,16,5,yes,south,black,no,8.3,202
356.13,4,38,yes,south,white,no,9.8,122
357.91,12,24,yes,south,white,no,16.8,51
370.37,12,4,yes,south,white,no,8.2,177
284.9,12,7,yes,south,other,no,5.7,46
130.58,11,41,yes,south,other,no,16.6,180
987.65,6,45,yes,south,white,no,19.3,11
698.01,14,8,yes,south,white,no,14.8,77
861.11,14,43,yes,south,other,no,12.5,89
308.64,0,47,yes,south,black,no,20.6,124
222.22,0,56,yes,south,black,no,13.6,221
166.19,9,28,yes,south,black,no,17.6,113
172.84,12,50,yes,south,white,no,3.7,237
593.54,18,8,yes,south,black,yes,28.4,107
631.53,12,23,yes,south,white,no,7.8,143
389.36,18,45,yes,south,white,yes,16,93
208.5,16,3,yes,south,black,yes,5.8,176
522.32,17,10,yes,south,other,yes,13,56
546.06,13,14,yes,south,other,no,5.5,308
391.74,16,45,yes,south,white,yes,13,80
854.7,17,10,yes,south,white,yes,9.9,42
997.15,17,20,yes,south,black,yes,6.6,68
726.22,14,10,yes,south,white,no,17.6,170
783.48,14,16,yes,south,white,no,9.3,60
356.13,12,21,yes,south,black,no,11.7,119
474.83,14,11,yes,south,white,no,11.7,166
123.46,9,7,yes,south,white,no,12.4,122
617.28,12,1,yes,south,white,no,13.6,48
308.64,12,38,yes,south,white,no,16.4,25
536.56,6,42,yes,south,other,no,33,35
71.23,16,40,yes,south,other,yes,9.5,71
245.49,12,7,yes,south,black,no,2.1,172
190.12,12,5,yes,south,black,no,10.8,152
197.53,12,1,yes,south,black,no,9.4,212
546.06,14,8,yes,south,other,no,1,328
740.74,8,38,yes,south,white,no,2.2,41
498.58,12,36,yes,south,white,no,4.1,108
122.15,12,1,yes,south,black,no,9.2,205
840.72,17,18,yes,south,other,no,8.6,186
403.61,11,28,yes,south,black,no,3.4,42
356.13,12,46,yes,south,white,no,10.2,69
237.42,12,44,yes,south,white,no,5.9,34
830.96,12,26,yes,south,white,no,23.2,152
246.91,12,25,yes,south,other,no,20,156
273.03,12,3,yes,south,white,no,9.5,27
246.91,12,7,yes,south,white,no,11.9,121
165.43,6,18,yes,south,black,no,16.4,33
160.49,12,21,yes,south,black,no,18.4,104
237.42,0,33,yes,south,black,no,21.3,90
222.91,4,18,yes,south,black,no,10.2,92
194.68,17,16,yes,south,other,yes,11,194
427.35,12,7,yes,south,white,no,14.2,307
498.58,13,10,yes,south,white,no,6.6,69
1163.34,14,11,yes,south,other,no,5.7,133
237.42,15,25,yes,south,white,no,11.3,122
142.45,10,26,yes,south,white,no,17.3,142
1139.6,18,20,yes,south,white,no,3.3,26
358.5,14,5,yes,south,white,no,12,63
474.83,12,12,yes,south,white,no,5.9,159
807.22,15,17,yes,south,white,no,2.5,221
356.13,16,12,yes,south,white,yes,0.6,86
192.31,6,32,yes,south,other,no,19.1,169
261.16,11,26,yes,south,black,no,22.1,319
185.19,12,4,yes,south,black,no,15.6,125
1424.5,11,26,yes,south,black,no,1.7,65
185.19,16,5,yes,south,black,no,29.9,42
493.83,16,14,yes,south,white,yes,25.2,263
261.16,12,26,yes,south,black,no,26,16
228.4,9,28,yes,south,white,no,23,154
246.91,11,4,yes,south,white,no,8.6,145
522.32,12,42,yes,south,white,no,14.2,84
296.77,12,4,yes,south,white,no,3.8,188
142.45,12,23,yes,south,white,no,1.7,147
854.7,9,27,yes,south,white,no,11.4,216
379.87,8,31,yes,south,white,no,6.1,69
189.93,10,22,yes,south,white,no,18.4,37
271.6,15,2,yes,south,black,no,20.6,263
664.77,14,9,yes,south,black,no,3.1,188
246.91,12,23,yes,south,black,no,2.8,131
617.28,12,44,yes,south,white,no,11,85
308.64,2,53,yes,south,white,no,6.1,105
391.74,12,44,yes,south,white,no,0.2,242
395.06,8,40,yes,south,white,no,11,270
617.28,14,10,yes,south,white,no,8.2,118
534.19,15,19,yes,south,white,no,2.3,207
474.83,12,30,yes,south,other,no,15.9,126
208.93,9,32,yes,south,white,no,2.4,23
403.61,12,23,yes,south,white,no,3.9,53
830.96,9,17,yes,south,other,no,13.3,59
1780.63,11,39,yes,south,white,no,1.1,106
854.7,4,28,yes,south,white,no,4.6,12
949.67,12,30,yes,south,white,no,18.9,142
641.03,16,18,yes,south,other,yes,11.3,17
142.45,17,8,yes,south,white,no,8.8,48
949.67,16,29,yes,south,white,yes,6,56
384.62,12,34,yes,south,white,no,16.2,163
356.13,12,13,yes,south,other,no,21,196
845.68,12,28,yes,south,other,no,6.2,96
317.31,15,1,yes,south,white,no,15,15
368,7,18,yes,south,white,no,0.5,285
370.37,0,63,yes,south,white,no,12.5,47
177.44,11,14,yes,south,black,no,14.1,97
377.97,12,6,yes,south,white,no,4.8,256
344.25,14,9,yes,south,white,no,10.7,101
1187.08,14,15,yes,south,white,no,15,168
201.33,12,20,yes,south,other,no,14.1,96
345.68,16,3,yes,south,white,yes,29.8,183
356.13,14,45,yes,south,white,no,13.5,46
557.93,13,44,yes,south,white,no,20.5,62
759.73,8,14,yes,south,other,no,18.2,37
498.58,15,19,yes,south,black,no,31.1,183
664.77,16,18,yes,south,black,no,18.8,133
543.21,12,12,yes,south,black,no,8.1,182
543.21,12,11,yes,south,black,no,5.4,58
592.59,12,7,yes,south,black,no,13.7,159
543.21,12,6,yes,south,black,no,19.9,101
474.83,16,35,yes,south,black,no,23.6,34
458.21,12,32,yes,south,white,no,4,80
1187.08,14,24,yes,south,white,no,1.2,158
736.66,12,8,yes,south,other,no,0.7,16
308.64,12,4,yes,south,other,no,6.8,179
308.64,7,46,yes,south,black,no,3.9,50
279.2,9,23,yes,south,white,no,7,183
949.67,16,7,yes,south,white,yes,5.2,138
1590.69,17,28,yes,south,white,yes,6.7,180
1329.53,17,19,yes,south,other,yes,6.5,117
166.19,9,20,yes,south,white,no,17.1,52
462.96,18,5,yes,south,other,yes,12,116
1112.67,14,43,yes,south,other,no,7,25
284.9,10,20,yes,south,black,no,4.1,122
237.42,3,39,yes,south,other,no,4.6,174
261.44,8,14,yes,south,other,no,19.9,256
296.77,6,40,yes,south,white,no,13.6,167
629.15,16,2,yes,south,other,no,3.8,147
771.6,16,1,yes,south,white,yes,7.6,178
296.3,12,10,yes,south,white,no,8.9,115
189.93,12,30,yes,south,white,no,9.5,49
356.13,13,3,yes,south,other,no,13.5,64
997.15,16,24,yes,south,white,yes,22.1,235
112.35,9,6,yes,south,white,no,10.6,48
735.99,12,19,yes,south,white,no,5.8,89
2374.15,18,18,yes,south,white,yes,10.1,185
307.69,12,6,yes,south,white,no,11.6,24
498.58,16,15,yes,south,white,yes,19.6,272
1127.73,18,11,yes,south,white,yes,16,88
2374.15,18,21,yes,south,white,yes,0.6,113
2374.15,14,25,yes,south,white,no,10.2,55
949.67,9,34,yes,south,other,no,2.1,61
524.69,12,29,yes,south,white,no,14.1,45
697.8,2,56,yes,south,white,no,2.2,96
522.32,5,53,yes,south,white,no,20.6,135
2374.15,16,22,yes,south,white,yes,0,234
474.83,16,24,yes,south,white,yes,6.6,74
1068.38,18,15,yes,south,other,yes,8.7,87
1555.08,17,3,yes,south,white,no,22.1,135
415.48,18,29,yes,south,white,yes,9,274
949.67,14,14,yes,south,white,no,18.5,72
334.36,12,18,yes,south,white,no,13.2,100
166.19,8,7,yes,south,white,no,0.6,224
379.87,18,3,yes,south,black,yes,20.7,82
296.77,12,34,yes,south,white,no,11.4,36
1353.28,13,21,yes,south,black,no,26.8,184
245.01,9,16,yes,south,white,no,13,113
225.55,12,5,yes,south,black,no,5.3,76
474.83,12,31,yes,south,white,no,17.6,75
1783.26,12,15,yes,south,white,no,2.7,69
474.83,16,6,yes,south,white,no,7.9,80
368,12,39,yes,south,white,no,18.9,259
493.83,12,8,yes,south,white,no,17.2,48
359.79,12,47,yes,south,white,no,4.7,49
2374.15,16,19,yes,south,white,no,12.9,80
1163.34,12,29,yes,south,white,no,7.3,130
1241.26,15,1,yes,south,white,no,12.6,140
569.8,12,6,yes,south,white,no,7,178
290.49,12,39,yes,south,white,no,27.4,157
308.64,14,7,yes,south,white,no,25.9,69
1305.79,18,3,yes,south,white,yes,16.1,93
356.13,11,8,yes,south,other,no,4.9,55
344.25,8,27,yes,south,white,no,4.7,84
224.12,15,5,yes,south,white,no,2.6,72
878.44,16,18,yes,south,white,yes,10.4,255
308.64,15,5,yes,south,white,no,22.2,140
427.35,12,17,yes,south,other,no,7.3,172
332.38,12,14,yes,south,black,no,9.9,84
474.83,16,14,yes,south,other,no,18.5,110
205.76,13,6,yes,south,white,no,10.2,37
617.28,6,18,yes,south,white,no,15.5,139
119.05,8,40,yes,south,white,no,27,154
676.64,13,29,yes,south,other,no,14.5,61
735.99,16,6,yes,south,white,yes,6.2,58
1044.63,15,24,yes,south,white,no,3.4,34
403.61,13,6,yes,south,white,no,27.3,124
685.87,13,8,yes,south,other,no,22.7,162
902.18,14,20,yes,south,black,no,12.4,89
296.77,8,45,yes,south,white,no,0.7,226
289.43,6,39,yes,south,white,no,2.6,27
503.91,14,21,yes,south,white,no,1.3,145
918.75,13,32,yes,south,white,no,12.6,223
498.58,12,5,yes,south,white,no,4,39
996.82,12,32,yes,south,other,no,23.4,70
114.84,14,43,yes,south,white,no,3.9,234
427.35,12,7,yes,south,other,no,18.9,192
796.79,12,9,yes,south,white,no,17.8,154
641.03,14,20,yes,south,white,no,30.3,64
327.16,12,23,yes,south,other,no,17.8,87
569.8,18,7,yes,south,white,no,0.7,26
237.42,12,0,yes,south,white,no,2.5,209
403.61,11,22,yes,south,white,no,24.4,21
437.24,12,2,yes,south,other,no,16.6,201
1003.09,12,41,yes,south,white,no,19.3,135
345.68,12,20,yes,south,white,no,13.5,114
593.54,16,7,yes,south,white,yes,15.8,167
830.96,18,3,yes,south,white,yes,28.7,162
370.37,16,25,yes,south,white,no,5.4,81
1187.08,15,24,yes,south,other,no,5.3,16
997.15,16,15,yes,south,other,yes,16.3,30
864.2,12,25,yes,south,white,no,11.7,228
1780.63,12,35,yes,south,white,no,14.8,103
534.19,12,7,yes,south,white,no,14.2,231
759.73,13,27,yes,south,white,no,25.8,146
1187.08,12,44,yes,south,white,no,7.5,68
1006.5,18,27,yes,south,white,no,4.3,371
395.06,12,5,yes,south,white,no,16,69
132.95,12,16,yes,south,white,no,17.1,162
379.87,4,47,yes,south,white,no,8.4,59
155.27,12,7,yes,south,white,no,18.2,135
123.46,7,42,yes,south,white,no,12.9,27
1139.6,12,14,yes,south,other,no,2.4,221
470.09,12,15,yes,south,white,no,11.4,115
448.72,16,13,yes,south,white,no,19,166
493.83,12,20,yes,south,white,no,8.8,127
334.36,10,12,yes,south,other,no,8.3,102
261.16,12,10,yes,south,white,no,8,55
688.51,16,14,yes,south,white,yes,4.2,221
1234.57,16,21,yes,south,white,yes,23,54
723.46,16,7,yes,south,white,yes,14.3,352
585.02,18,11,yes,south,white,yes,7.5,189
406.17,12,11,yes,south,black,no,10.9,266
472.25,12,25,yes,south,white,no,20.5,214
641.03,16,28,yes,south,white,no,4.7,96
569.8,12,42,yes,south,white,no,38.5,35
592.59,12,14,yes,south,white,no,6,111
320.99,8,33,yes,south,white,no,13.7,77
218.27,12,3,yes,south,other,no,2,132
370.37,12,7,yes,south,white,no,10.7,119
1187.08,16,16,yes,south,other,yes,11.1,118
443.97,14,3,yes,south,white,no,0.8,192
949.67,17,18,yes,south,black,no,7.9,341
261.16,13,4,yes,south,black,no,12.4,102
237.42,12,3,yes,south,black,no,0.3,104
141.09,12,19,yes,south,white,no,4.6,102
356.13,12,49,yes,south,white,no,18.3,104
997.15,12,16,yes,south,other,no,2.1,127
569.8,14,6,yes,south,white,no,6.2,150
807.22,15,19,yes,south,white,no,11.3,238
830.96,11,30,yes,south,white,no,9.7,116
2871.06,16,36,yes,south,white,no,11.4,26
824.07,12,11,yes,south,white,no,15.9,26
524.69,8,41,yes,south,other,no,14.8,91
251.26,16,-1,yes,south,white,yes,4.1,272
237.42,12,3,yes,south,white,no,5,17
308.64,12,9,yes,south,other,no,25.9,66
316.05,12,34,yes,south,white,no,3.3,95
664.77,12,20,yes,south,black,no,11.8,115
555.56,16,3,yes,south,white,yes,5.8,142
546.06,16,5,yes,south,white,yes,20.1,206
352.73,5,36,yes,south,white,no,33.4,108
426.66,10,33,yes,south,white,no,4.6,150
740.74,12,25,yes,south,other,no,8.8,271
288.89,11,1,yes,south,white,no,19.8,24
902.18,12,31,yes,south,white,no,10.4,59
339.51,12,7,yes,south,white,no,3.2,137
522.32,12,11,yes,south,white,no,7.1,76
135.8,12,5,yes,south,white,no,17.6,107
522.32,16,5,yes,south,other,yes,19.9,26
569.8,14,11,yes,south,other,no,4.3,155
1044.63,15,27,yes,south,other,no,2,71
379.87,14,5,yes,south,white,no,20.7,185
664.77,16,3,yes,south,other,no,0.6,141
593.54,16,12,yes,south,white,yes,3,80
635.29,18,24,yes,south,other,no,18.8,18
673.6,12,39,yes,south,white,no,11.3,150
257.2,12,14,yes,south,black,no,17.1,306
284.9,12,9,yes,south,other,no,3,86
949.67,12,14,yes,south,other,no,21.3,238
1187.08,12,30,yes,south,white,no,2.5,194
277.78,12,40,yes,south,white,no,25.1,137
546.06,14,37,yes,south,white,no,14.1,61
308.64,12,2,yes,south,white,no,10.8,112
456.25,14,6,yes,south,white,no,23,60
617.28,12,2,yes,south,white,no,10.3,298
949.67,14,24,yes,south,other,no,16.6,167
474.83,16,4,yes,south,white,yes,18.1,158
356.13,10,9,yes,south,white,no,27.1,83
1305.79,16,45,yes,south,other,no,22.4,146
705.47,12,40,yes,south,white,no,18.3,40
1282.05,17,28,yes,south,white,yes,12,38
474.83,10,4,yes,south,white,no,21.4,124
616.55,18,4,yes,south,white,yes,2.5,117
369.14,12,10,yes,south,other,no,6.9,20
345.68,12,11,yes,south,white,no,10.3,119
546.06,12,7,yes,south,white,no,6,170
356.13,11,44,yes,south,white,no,3.9,148
284.9,12,24,yes,south,black,no,17.1,266
356.13,12,22,yes,south,black,no,8.1,135
1068.38,13,45,yes,south,white,no,16.5,109
1234.57,16,24,yes,south,white,no,3.9,98
313.39,15,2,yes,south,white,no,10.2,327
604.69,18,24,yes,south,white,yes,18.7,76
189.93,15,13,yes,south,other,no,31.5,161
237.42,12,2,yes,south,white,no,11,163
593.54,12,41,yes,south,white,no,3.1,74
237.42,12,6,yes,south,white,no,16.6,155
960.22,17,15,yes,south,other,yes,4.8,110
1694.5,17,25,yes,south,white,yes,14.7,199
474.83,12,42,yes,south,white,no,28.7,46
213.68,10,44,yes,south,other,no,3.2,239
652.9,12,13,yes,south,white,no,17.6,83
234.57,12,6,yes,south,black,no,18.2,134
569.8,12,12,yes,south,other,no,4.6,65
1234.57,16,13,yes,south,other,yes,11.3,120
771.6,18,15,yes,south,black,yes,9.6,183
123.46,16,31,yes,south,black,yes,1.9,41
356.13,11,31,yes,south,black,no,3.2,81
664.77,11,33,yes,south,black,no,18.8,62
261.16,12,2,yes,south,black,no,19.6,103
94.97,16,5,yes,south,white,no,16.7,117
830.96,17,1,yes,south,other,no,24.5,146
339.51,11,7,yes,south,other,no,7.2,201
474.83,16,15,yes,south,white,no,19.5,53
308.64,12,15,yes,south,other,no,12.9,74
205.76,12,1,yes,south,white,no,16.6,107
340.12,12,34,yes,south,white,no,18.4,58
534.19,12,5,yes,south,black,no,3,71
949.67,17,34,yes,south,black,no,7,153
344.25,12,30,yes,south,black,no,0.9,99
351.58,13,15,yes,south,white,no,1.5,124
282.77,0,37,yes,south,black,no,0.1,64
332.38,16,10,yes,south,white,no,2.4,259
593.54,16,5,yes,south,white,yes,1,203
679.01,13,20,yes,south,white,no,6.8,26
284.9,7,50,yes,south,white,no,6.2,174
237.42,13,11,yes,south,white,no,10.5,217
1780.63,16,29,yes,south,white,no,10.3,196
189.93,16,16,yes,south,black,yes,32.3,67
949.67,12,22,yes,south,white,no,22,251
1036.94,16,41,yes,south,white,yes,16.5,190
356.13,12,38,yes,south,white,no,21.1,54
261.16,12,7,yes,south,white,no,37.3,252
593.54,12,32,yes,south,other,no,22.7,38
593.54,14,22,yes,south,white,no,2.1,86
783.48,12,26,yes,south,white,no,17.4,61
172.27,12,7,yes,south,white,no,0.8,44
577.11,12,13,yes,south,white,no,4.4,140
474.83,15,6,yes,south,white,no,15.1,67
213.68,12,43,yes,south,other,no,7.8,23
166.19,12,24,yes,south,black,no,0.3,83
1092.12,12,15,yes,south,white,no,9.8,257
569.8,12,11,yes,south,white,no,18.7,222
522.32,12,10,yes,south,white,no,24.3,51
570.25,10,43,yes,south,white,no,15,54
403.61,14,20,yes,south,white,no,14.4,118
676.64,14,24,yes,south,white,no,8.2,111
830.96,13,18,yes,south,white,no,2.9,278
546.06,15,26,yes,south,other,no,5.8,168
265.91,13,1,yes,south,white,no,4.7,148
349.79,12,48,yes,south,white,no,22.6,56
130.82,12,3,yes,south,other,no,15.2,30
1543.21,18,11,yes,south,white,yes,0.1,189
1954.58,14,21,yes,south,white,no,1.1,51
569.8,12,26,yes,south,white,no,10,35
1068.38,16,8,yes,south,white,yes,9,318
403.61,15,20,yes,south,other,no,5.5,209
593.54,12,10,yes,south,other,no,15.7,210
260.02,14,34,yes,south,black,no,5.8,98
296.77,16,9,yes,south,other,yes,11.6,19
854.7,15,24,yes,south,white,no,19.2,117
759.73,15,30,yes,south,other,no,9.5,82
451.16,18,7,yes,south,other,yes,2.2,93
668.09,12,17,yes,south,other,no,13.7,80
498.58,16,6,yes,south,white,yes,6.5,100
700.38,16,6,yes,south,white,no,5.2,120
246.91,12,5,yes,south,white,no,17.9,94
1092.12,12,37,yes,south,white,no,27.8,82
277.78,16,-2,yes,south,white,yes,8.8,151
830.96,18,2,yes,south,white,yes,3.9,89
590.45,18,23,yes,south,white,yes,13.9,128
403.61,12,4,yes,south,white,no,18.5,263
763.19,18,34,yes,south,other,yes,1,259
783.48,12,16,yes,south,white,no,34.5,209
474.83,16,4,yes,south,white,no,13.8,22
356.13,14,10,yes,south,white,no,16.2,123
638.65,17,3,yes,south,white,no,4.3,178
500.82,13,8,yes,south,white,no,9.9,67
522.32,13,22,yes,south,white,no,12.4,49
332.38,10,4,yes,south,white,no,22.5,269
505.05,14,4,yes,south,white,no,11.5,150
1851.85,16,25,yes,south,white,yes,3.7,328
270.83,9,14,yes,south,white,no,11.3,123
1085.27,18,26,yes,south,white,yes,8.4,141
664.77,14,23,yes,south,white,no,7.2,50
522.32,12,9,yes,south,white,no,7.1,276
1234.57,12,40,yes,south,white,no,8.6,123
878.44,16,12,yes,south,white,yes,33.7,61
348.8,9,15,yes,south,white,no,9,60
783.48,16,13,yes,south,white,yes,12.2,143
593.54,16,21,yes,south,black,no,1.6,82
607,10,32,yes,south,black,no,2.9,60
569.8,12,6,yes,south,white,no,31.8,100
379.87,12,8,yes,south,white,no,15.7,83
644.12,11,12,yes,south,white,no,1.4,139
562.68,14,13,yes,south,other,no,14.2,92
524.69,12,9,yes,south,white,no,10.9,131
830.96,16,10,yes,south,white,yes,20.8,75
318.52,12,10,yes,south,other,no,11.3,35
219.48,16,11,yes,south,white,yes,4.1,25
1329.53,12,40,yes,south,white,no,1.7,63
569.8,12,9,yes,south,white,no,6.7,118
220.16,13,6,yes,south,white,no,11.9,52
735.99,12,13,yes,south,black,no,13.5,99
408.36,8,14,yes,south,white,no,15.1,151
277.78,12,8,yes,south,white,no,13.3,279
688.51,12,10,yes,south,white,no,0.3,13
807.22,13,14,yes,south,white,no,5.2,50
554.3,16,14,yes,south,white,yes,14.4,57
753.09,18,44,yes,south,white,yes,14.7,101
664.77,12,39,yes,south,other,no,25.1,29
629.15,14,18,yes,south,white,no,13.3,95
356.13,12,3,yes,south,other,no,19.7,8
261.16,12,13,yes,south,white,no,21.9,141
759.73,14,20,yes,south,white,no,4.7,136
709.88,14,20,yes,south,black,no,5,136
237.42,12,11,yes,south,black,no,31.1,94
264.92,13,8,yes,south,white,no,13.1,35
253.24,12,6,yes,south,white,no,1.2,68
498.58,10,29,yes,south,other,no,18.7,77
569.8,17,19,yes,south,white,no,16.7,28
522.32,12,32,yes,south,other,no,8.3,186
147.2,12,10,yes,south,black,no,2.6,196
641.03,12,12,yes,south,other,no,16.2,97
949.67,12,16,yes,south,white,no,5.2,219
79.04,12,13,yes,south,black,no,13.1,210
443.99,13,27,yes,south,white,no,14.3,230
732.91,16,21,yes,south,white,no,13,48
142.97,10,10,yes,south,white,no,9.4,114
548.7,16,9,yes,south,black,yes,17.2,40
997.15,18,11,yes,south,white,yes,0.7,196
345.68,12,33,yes,south,white,no,16.8,103
284.9,12,11,yes,south,other,no,14.5,44
854.7,14,19,yes,south,white,no,21.9,101
524.69,13,6,yes,south,black,no,20.9,50
807.22,10,24,yes,south,black,no,1,165
301.78,15,32,yes,south,white,no,15,151
1069.92,12,42,yes,south,white,no,11.5,162
617.28,13,13,yes,south,white,no,37.8,19
841.75,12,27,yes,south,black,no,0.7,153
144.03,12,0,yes,south,black,no,5.8,82
830.96,12,18,yes,south,black,no,14.4,200
523.74,12,11,yes,south,white,no,7.5,83
592.59,11,10,yes,south,white,no,17.5,14
296.77,12,7,yes,south,white,no,18.1,40
327.64,12,27,yes,south,other,no,7.2,82
427.35,14,28,yes,south,white,no,0.4,44
997.15,12,26,yes,south,white,no,11.3,59
481.48,16,1,yes,south,other,yes,11.9,127
830.96,16,6,yes,south,white,yes,4.6,304
339.51,11,4,yes,south,black,no,26.1,192
688.51,12,45,yes,south,white,no,10.1,156
197.53,11,4,yes,south,white,no,31.6,76
332.38,12,15,yes,south,black,no,6.3,63
118.71,11,34,yes,south,black,no,5.8,81
275.4,18,14,yes,south,black,yes,8.3,56
790.12,12,14,yes,south,white,no,6.6,86
356.13,11,38,yes,south,white,no,1.3,152
237.42,13,11,yes,south,white,no,8.6,69
522.32,14,16,yes,south,white,no,4.7,140
522.32,14,32,yes,south,white,no,7.1,207
641.98,10,23,yes,south,white,no,11.1,169
1187.08,16,17,yes,south,other,yes,0.2,19
641.03,12,32,yes,south,other,no,16.8,68
474.83,18,32,yes,south,other,yes,7.4,206
462.96,11,2,yes,south,white,no,11.4,49
688.51,14,13,yes,south,other,no,13.9,88
807.22,18,7,yes,south,white,yes,16.3,416
422.95,7,49,yes,south,black,no,1.5,193
759.73,14,41,yes,south,white,no,18.5,33
308.64,12,5,yes,south,white,no,18.4,172
351.38,13,7,yes,south,white,no,9.4,232
522.32,12,4,yes,south,white,no,8,63
343.3,11,9,yes,south,white,no,10.5,19
1661.92,14,32,yes,south,other,no,15.9,146
365.62,2,22,yes,south,white,no,14.6,126
237.42,8,24,yes,south,black,no,21.5,89
427.35,12,10,yes,south,white,no,9.3,66
474.83,16,9,yes,south,white,no,2.2,167
3527.34,12,35,yes,south,black,no,19.8,142
462.96,15,24,yes,south,black,no,10.6,213
798.35,9,10,yes,south,white,no,13.4,211
688.51,14,13,yes,south,white,no,1.9,36
415.48,13,21,yes,south,white,no,15.7,39
1187.08,12,25,yes,south,white,no,27.3,166
308.64,12,40,yes,south,white,no,5.5,33
474.83,12,22,yes,south,black,no,1.9,268
370.37,12,12,yes,south,black,no,8.3,110
411.52,14,17,yes,south,white,no,23.8,43
688.03,17,25,yes,south,white,yes,19.4,81
1111.11,16,10,yes,south,white,yes,34.3,106
260.45,14,7,yes,south,white,no,5.4,122
427.35,14,0,yes,south,white,no,16.9,59
290.12,14,0,yes,south,white,no,7.9,71
890.31,16,14,yes,south,white,yes,30.2,29
830.96,14,27,yes,south,white,no,18.3,40
498.58,18,12,yes,south,white,no,7.9,191
498.58,14,5,yes,south,white,no,6.7,52
1234.57,12,22,yes,south,white,no,6.1,126
2136.75,18,12,yes,south,white,no,7.9,74
949.67,17,5,yes,south,white,yes,10,63
925.93,18,16,yes,south,white,yes,16.6,247
949.67,15,12,yes,south,white,no,3.2,53
759.73,14,14,yes,south,white,no,3.3,215
237.42,12,26,yes,south,white,no,23.7,170
